target,drug,cellline,sigid,concentration,gene,expression_value
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000301071,0.2163652330636978
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000377721,-0.5025767087936401
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000276914,1.6641550064086914
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000281243,0.4396833777427673
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000401399,-0.29122868180274963
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000369317,-0.13827422261238098
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000252252,-0.6576791405677795
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000228284,0.1886923611164093
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000200457,1.4666433334350586
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000249647,0.7803529500961304
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000267935,0.3766339421272278
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000219473,0.2847346663475037
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000318176,-1.07030987739563
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000380178,0.08635076880455017
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000433919,-0.2344700396060944
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000261507,0.43925291299819946
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000264775,-0.4149084389209747
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000363812,0.8122330904006958
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000225525,0.2801491618156433
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000339479,0.29228901863098145
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000300527,0.08542128652334212
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000314030,0.00037229061126708974
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000408236,0.42565080523490906
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000369927,-0.3282303512096405
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000363313,-3.856298923492432
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000354028,0.2086639106273651
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000225402,-0.8733537197113037
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000395473,0.3643084764480591
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000316861,0.02693060040473938
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000369456,0.033127129077911384
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000391490,0.0
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000350094,0.3284299373626709
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000358071,-0.008664809167385101
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000323076,0.8912855386734009
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000268482,-0.188383549451828
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000245615,-0.5364059209823608
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000317473,0.6415380835533142
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000365016,0.7132992744445801
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000306245,0.5333601236343384
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000381565,0.1385146975517273
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000318697,-1.0815436840057373
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000362608,0.02619011327624321
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000359300,0.5198889374732971
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000311405,-0.6812790632247925
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000363746,0.7130607962608337
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000357307,0.3416023254394531
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000220562,0.26499664783477783
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000359573,-0.5154502987861633
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000250124,-0.0859086811542511
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000342858,-1.294111728668213
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000366915,-0.01964634284377098
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000290349,1.272878646850586
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000400142,0.9239441752433776
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000332646,0.6196082830429077
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000348848,0.03567235544323921
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000365536,0.03567235544323921
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000265896,-0.5311099886894226
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000364578,0.16327762603759766
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000377836,-0.6448714733123779
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000316649,0.2245143800973892
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000252102,-0.7961229085922241
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000221167,0.13411450386047366
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000414202,-0.14715778827667236
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000379003,0.04552332311868668
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000300087,0.4354091584682465
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000263934,0.26089537143707275
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000344322,0.7843497991561891
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000338562,0.5774656534194946
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000226574,0.05563801527023315
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000326581,0.7480625510215759
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000320821,0.20305170118808746
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000361207,-0.5524446368217468
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000316476,-1.0797798633575442
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000230771,-1.4657704830169678
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000240123,-0.4315299689769745
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000354720,0.8404918909072876
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000340989,-0.5205613374710083
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000291442,-1.2236931324005127
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000380552,1.1481518745422363
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000349174,-0.0854557603597641
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000358126,0.3603674173355103
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000348384,-0.17520233988761902
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000307208,-0.3727316856384277
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000336894,0.00190628319978714
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000365159,0.21200835704803467
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000353073,-0.14614373445510864
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000454253,-0.14614373445510864
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000222543,0.060782961547374725
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000291281,-0.8188574314117432
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000227251,0.13627959787845612
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000417509,-0.09448930621147156
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000295324,-0.19844216108322146
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000367972,0.5813289880752563
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000276431,0.8082479238510132
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000370719,-0.7235896587371826
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000341737,0.3695465922355652
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000285379,0.2005053609609604
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000296223,-0.21860527992248532
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000296684,0.36374399065971375
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000215631,-0.3931986093521118
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000315630,-0.9653570652008056
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000267859,0.9802939891815186
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000292401,-0.8848298192024231
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000388566,0.5638637542724609
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000250405,0.6297466158866882
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000264718,0.6781051754951477
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000356811,-0.6145262122154236
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000260600,0.03592873364686966
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000356529,-0.3912644684314728
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000247138,0.7391292452812195
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000351490,0.7799504995346069
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000324560,0.19333708286285398
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000052754,0.5475734472274779
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000291576,0.02363678812980652
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000370109,-0.6007983684539795
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000322457,-0.3999854922294617
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000356903,0.5042239427566528
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000430684,0.0730130672454834
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000264059,0.06588421761989594
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000345230,0.8397894501686096
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000327048,0.7512500286102295
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000265335,-0.3774913549423218
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000167586,-0.4586711525917053
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000369131,-0.8524346351623535
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000347948,0.58449786901474
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000360296,1.1354928016662598
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000354633,-0.5329186320304871
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000300305,1.3817222118377686
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000322341,0.5884175300598145
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000282892,-0.7885453701019287
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000309103,-1.59554922580719
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000358045,1.3489527702331543
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000341625,-0.4392794370651245
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000221283,0.0624898374080658
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000430269,-1.4332027435302734
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000264908,-1.0973167419433594
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000272462,0.009030838496983051
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000285021,-0.4854027330875397
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000341267,-0.2254369854927063
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000333926,0.12645581364631653
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000334564,0.3452313542366028
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000447803,1.664013147354126
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000298552,-0.12983468174934387
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000322181,-1.3355523347854614
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000370718,-0.15614815056324005
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000255409,0.5537570118904114
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000339566,-0.22757114470005035
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000395983,-1.0762314796447754
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000359727,0.037166208028793335
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000371846,0.5941341519355774
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000361298,-0.2065333425998688
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000381793,0.666661262512207
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000245541,0.3407593369483948
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000291574,-0.1510670781135559
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000310696,0.4986091554164887
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000395590,0.20201797783374786
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000380969,1.1910552978515625
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000340409,0.3488902747631073
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000233146,-0.5153981447219849
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000363124,-1.3462120294570925
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000371517,-0.365602970123291
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000294258,0.1882132738828659
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000265990,0.244051530957222
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000266269,0.901249885559082
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000264220,1.1929290294647217
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000354837,0.11455102264881135
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000369274,-0.05388859659433365
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000361512,0.943281352519989
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000427926,0.7354363799095154
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000280772,-0.0026841908693313603
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000333203,-0.007345914840698242
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000340454,-0.4324268400669098
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000356224,1.1197366714477541
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000392985,0.36362749338150013
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000364813,0.5610182285308838
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000206542,0.2885231375694275
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000450731,0.5174191594123839
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000263980,1.084489107131958
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000345772,0.9342846870422364
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000265094,-0.4163631200790405
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000358596,-0.4563702344894409
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000268251,-0.3571513593196869
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000251289,-0.056756958365440376
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000221891,0.6772817969322205
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000263974,0.357734352350235
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000463999,-1.0248446464538574
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000341170,0.5699513554573059
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000361014,0.5655354261398315
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000294304,-0.6529844999313354
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000280187,0.5885429382324219
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000360250,0.1066879779100418
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000393316,-0.5495600700378418
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000358857,-0.3645276129245758
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000332716,-0.3047162890434265
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000296088,-1.54026198387146
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000304353,-0.25755900144577026
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000355944,-1.1536366939544678
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000254803,0.3936371207237244
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000340176,0.7094482183456421
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000435926,0.029452338814735413
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000282493,0.0667659342288971
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000380661,-0.4276203513145447
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000223271,0.5143086314201355
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000310471,1.018189787864685
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000161559,0.3483720421791077
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000268383,-0.6195604205131531
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000310572,-0.3177899122238159
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000346127,1.5737935304641724
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000325819,-1.010342717170715
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000223129,-0.5946017503738403
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000346142,-0.7468423247337341
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000304051,-0.9134142398834229
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000403852,0.5102742910385132
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000381785,-0.8647658228874207
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000337761,0.32746678590774536
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000374152,-0.09134279936552048
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000340896,-0.11915472149848938
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000378414,0.013239596039056778
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000364289,-0.3783869743347168
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000361027,-0.1749306619167328
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000315013,-1.0329406261444092
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000367406,-0.4507482051849365
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000361433,-0.5546618700027466
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000329697,0.3279004991054535
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000301050,-0.2891887128353119
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000216465,0.013211190700531006
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000380460,0.6639584302902222
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000220325,0.8366480469703674
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000359131,0.6958732604980469
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000363556,0.03733178973197937
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000250617,0.3449605703353882
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000302665,-1.0922403335571291
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000310036,-1.0600709915161133
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000220751,0.6021934151649475
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000317674,0.370669424533844
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000332643,1.1226968765258791
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000238831,-0.5387390851974487
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000397879,-0.06007491424679756
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000348394,1.5625100135803225
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000340292,0.1651078760623932
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000357362,-0.4680813252925873
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000245787,0.4045077860355377
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000322396,3.5126733779907227
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000303192,-0.0961207151412964
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000381049,-0.7405683994293213
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000339723,-0.4578710794448853
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000263360,-0.10069890320301056
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000290200,-0.7538303136825562
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000343027,-0.6509860754013062
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000442050,-0.10168531537055968
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000339613,0.14821946620941162
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000320337,0.6180940866470337
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000420298,0.04060020297765732
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000355340,0.3091860115528107
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000361064,0.2574201226234436
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000363763,-0.009001225233078003
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000379204,0.051539324223995216
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000259339,-1.0028762817382812
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000340823,-0.2793558239936829
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000217939,-0.2259754240512848
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000429344,0.4360186159610748
