target,drug,cellline,sigid,concentration,gene,expression_value
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000355026,-1.9737186431884768
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000396915,-0.2830150127410889
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000282957,0.8224843740463257
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000287295,0.22457705438137052
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000257264,1.5092532634735107
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000243643,-0.1923827975988388
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000334458,-0.5320613384246826
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000367228,-0.3528401851654053
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000263795,-0.7988418340682983
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000263918,-0.1957155168056488
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000287675,0.4265030324459076
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000274341,-0.2614481747150421
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000335106,-0.4192577600479126
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000321706,0.2830633819103241
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000402257,-0.9751223921775818
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000310447,-0.9739155173301696
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000360916,-0.9703612327575684
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000343746,-0.8052703142166138
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000257861,-0.8742663860321045
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000262850,-0.11527921259403227
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000341247,0.8464237451553345
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000297205,0.24707359075546265
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000296464,-0.11767880618572235
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000263697,0.1461004763841629
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000264818,0.8437635898590088
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000278968,-1.4368543624877932
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000329403,0.14706823229789734
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000332818,-0.8695049285888672
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000265968,-0.5216543078422546
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000316193,-0.09222014248371124
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000239243,-1.2567787170410156
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000262865,-0.2038416415452957
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000337853,0.24005074799060824
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000446280,-0.5189294815063477
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000384391,0.3280078172683716
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000367439,0.3246082663536072
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000356162,-0.30652815103530884
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000218068,-1.208930253982544
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000366482,-0.009119704365730286
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000309270,0.28656935691833496
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000219919,-0.5265201330184937
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000265598,-0.6430592536926271
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000342071,0.1882694810628891
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000314897,-0.8902087807655334
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000304429,-0.17668911814689636
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000215727,-0.28633052110672
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000164139,-0.9333274960517884
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000364860,-0.95396488904953
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000380247,-0.881389319896698
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000297494,0.017684340476989746
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000381340,-1.2891600131988523
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000378260,-0.4231217801570892
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000379658,-0.15966591238975525
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000249330,0.12667745351791382
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000292327,-0.4608579874038696
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000310244,-0.6817315816879272
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000262418,-0.13085299730300906
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000382190,-0.13085299730300906
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000291539,-0.2973577380180359
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000354686,-0.14318379759788513
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000257189,-0.6127240657806396
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000262435,0.5592516660690308
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000229729,-0.6493397951126099
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000328203,-1.2692140340805054
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000362994,-0.8546470999717712
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000239151,-0.5669296979904175
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000321348,0.5327329635620117
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000249499,-0.499548465013504
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000356744,0.036499179899692535
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000428340,-0.6033920645713806
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000348821,0.29641908407211304
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000264790,-1.0867338180541992
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000347538,-0.14123618602752686
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000011292,-0.7964068055152893
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000246794,-1.0370094776153564
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000367894,0.9793326854705809
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000321684,-1.5425448417663574
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000364709,-0.03290238231420517
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000216489,-0.7867574095726013
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000258052,-0.7002555131912231
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000225740,-0.5081211328506471
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000296046,0.024034559726715088
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000265431,0.35325437784194946
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000364212,0.5738821029663086
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000276571,-0.09978395700454712
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000265382,-0.641454815864563
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000309259,0.08795928955078125
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000309429,0.21175891160964969
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000391372,-0.02373963594436645
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000359630,-0.7976566553115845
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000258749,0.4654344618320465
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000238341,-0.6287810802459717
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000272348,0.2092588096857071
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000349824,0.15738491714000702
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000368401,0.1328411102294922
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000351284,-0.6241950392723083
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000265441,0.11763612926006314
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000306361,0.3515641987323761
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000380271,-1.3485299348831177
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000266254,0.09859317541122437
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000216336,-0.15985167026519775
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000356037,1.1376473903656006
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000356150,-0.9969029426574708
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000294973,-1.7343000173568726
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000298532,-0.6735241413116455
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000408617,0.5768022537231445
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000383168,-0.7726317644119263
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000368881,0.29725608229637146
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000346901,0.1831977218389511
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000298139,0.5920500159263611
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000451511,0.01643454283475876
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000383392,-0.020204458385705948
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000343234,-0.26787206530570984
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000390020,-0.7979937195777893
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000364270,-0.7739273309707642
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000369855,0.09644627571105956
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000292079,0.1256837397813797
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000265517,-0.8769446611404419
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000228606,-0.5333176851272583
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000367422,0.03361678123474121
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000261722,-0.6833069324493408
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000279441,0.5159302353858948
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000267953,0.2812482714653015
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000343577,0.3304827213287353
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000369802,-0.06625557690858841
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000379217,-0.13869665563106534
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000204517,0.2546850144863129
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000222969,-0.09896835684776306
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000248121,-0.003166106529533863
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000226279,-0.6168851256370544
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000278317,-0.18147286772727966
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000373570,-0.06629225611686708
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000257549,-0.8937474489212036
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000393725,-0.1486949473619461
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000367197,-0.3341057300567627
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000468348,0.1649947613477707
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000318631,-0.6929999589920044
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000256079,-0.4154629409313202
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000332247,-0.5823687314987183
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000365255,-0.8355633020401001
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000320936,0.2535332441329956
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000300482,0.7307567000389099
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000295887,-0.7345206737518309
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000263816,-0.1684110164642334
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000222271,-0.017252575606107712
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000265016,0.3230569064617157
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000344831,0.7406284809112549
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000267082,-1.2588510513305664
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000448059,-0.022195767611265186
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000264708,-0.03857260942459106
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000428518,-1.0322030782699585
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000242338,-1.164313554763794
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000278282,-0.357103168964386
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000262715,-1.2603447437286377
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000403954,-0.7057222723960876
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000274276,0.2445254325866699
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000310309,0.728748083114624
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000347232,0.8471250534057617
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000348793,-0.5996675491333008
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000362817,0.7500512003898621
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000343443,-0.31155556440353394
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000262633,1.3352439403533936
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000341838,-0.6757169365882874
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000273183,-0.5019850134849548
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000340017,-0.9637048244476318
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000309968,-0.2296129167079925
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000219197,-1.0852530002593994
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000369050,-0.6642974019050598
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000369739,-1.8643839359283447
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000369981,-0.14094267785549164
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000256593,-0.5995424389839172
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000308541,-0.21981213986873627
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000415769,0.3489595651626587
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000353393,0.5229895114898682
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000335246,-1.278351068496704
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000283635,-0.17755843698978424
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000201586,-1.087310552597046
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000306561,-0.06647598743438721
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000265720,0.9416866302490234
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000312624,-0.3952387869358063
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000244869,-0.3205121755599976
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000267842,0.17904958128929138
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000221130,1.305655837059021
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000405252,1.0999640226364136
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000265997,-0.9984924793243408
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000253496,-0.1407420039176941
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000369625,-0.7668980956077576
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000254090,-1.4382674694061282
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000345853,0.004317451268434525
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000375683,-0.469921886920929
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000253796,-1.444446682929993
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000216115,0.6009501218795776
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000267843,-1.150583028793335
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000470555,-0.3006318509578705
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000263207,-0.1056107133626938
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000441691,-0.4143879413604736
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000333253,-0.6734129190444946
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000357153,-1.0710495710372925
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000338171,-0.61647629737854
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000190983,-0.03671258687973023
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000438875,-0.1837351620197296
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000338349,-0.3261453509330749
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000335595,-0.08831562101840973
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000306157,-0.3023415803909302
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000260649,0.14210745692253113
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000384192,-0.6619023680686951
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000273482,-0.15245527029037476
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000360120,-0.20966339111328125
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000278833,0.08993291854858397
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000357842,0.459602564573288
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000223023,0.3220741152763367
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000442563,0.6588464379310608
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000361280,0.5076050758361816
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000355316,-0.04537947475910187
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000304311,-1.1879860162734983
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000247182,1.704918622970581
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000265922,-0.09652771055698396
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000318916,0.13506202399730682
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000227667,-0.35129910707473755
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000240618,0.3976004123687744
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000339381,-0.6691707372665405
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000308024,0.10776549577713013
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000262113,-1.0486619472503662
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000335657,-0.6013801693916321
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000299855,-0.12406681478023528
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000466799,-0.8578732013702393
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000326699,-0.15958480536937714
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000358490,0.15344098210334778
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000222482,-0.8670060038566589
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000354003,-0.751521110534668
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000312673,0.2329058051109314
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000371067,0.12811534106731415
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000356905,0.3497185409069061
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000334198,0.15681861340999606
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000334928,-0.8599267005920409
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000161006,0.5240658521652222
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000278187,-0.8176503181457521
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000287022,0.6374028921127319
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000299267,-0.09124702215194702
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000416658,-2.148273468017578
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000304250,-1.059345006942749
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000292176,-0.6512132883071899
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000380321,-0.4892822504043579
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000345809,-1.0786890983581543
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000390637,0.2794588804244995
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000298472,-0.6201275587081909
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000172229,-0.4762310981750488
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000230568,-0.8704015016555786
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000471921,-0.4859309792518616
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000234142,-0.4200541079044342
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000357726,-0.7650189399719238
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000372390,-0.6676433086395264
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000263620,-0.5074263215065002
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000270879,-0.07221950590610504
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000308720,-0.4197090268135071
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000225609,-0.336736261844635
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000260386,-0.39881205558776855
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000263409,-0.8593084812164307
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000333568,0.6551734805107117
Q9P0X4,DB00381,A375,REP.A004_A375_24H:H07,10.0,ENSP00000349098,0.4195283651351929
